i>>?CLAVE,SITIO,,,,,O_CUENCA,,,ESTADO,,,CUENCA,,,C_AGUA,,,SUBTIPO
DLNAY1856,LAGUNA DE MORA,,,,,LERMA SANTIAGO PACIFICO,,,NAYARIT,,,RIO SANTIAGO 5,,,LAGUNA,,,LAGO
DLNAY1917,LAGUNA TORTUGAS RIVIERA NAYARIT2,,,,,LERMA SANTIAGO PACIFICO,,,NAYARIT,,,IXTAPA,,,LAGUNA,,,LAGUNA
DLNAY1919,LAGUNA DE SAN PEDRO LAGUNILLAS 2 ( ZONA NORTE),,,,,LERMA SANTIAGO PACIFICO,,,NAYARIT,,,AHUACATLAN,,,LAGUNA,,,LAGO
DLNAY1920,LAGUNA DE SAN PEDRO LAGUNILLAS 1 ( ZONA SUR),,,,,LERMA SANTIAGO PACIFICO,,,NAYARIT,,,AHUACATLAN,,,LAGUNA,,,LAGO
DLNAY1921,LAGUNA DE TEPELTITIC  MALECON,,,,,LERMA SANTIAGO PACIFICO,,,NAYARIT,,,RIO SANTIAGO 4,,,LAGUNA,,,LAGO
DLNAY1922,LAGUNA DE SANTA MARIA DEL ORO 1 (RESTAURANT LA MATA),,,,,LERMA SANTIAGO PACIFICO,,,NAYARIT,,,RIO SANTIAGO 4,,,LAGUNA,,,LAGO
DLNAY1924,LAGUNA DE SANTA MARIA DEL ORO 3 ( A LA ALTURA DEL RESTAURANT LA SELVA),,,,,LERMA SANTIAGO PACIFICO,,,NAYARIT,,,RIO SANTIAGO 4,,,LAGUNA,,,LAGO
DLNAY1925,LAGUNA DE SANTA MARIA DEL ORO 2  A LA ALTURA DEL RESTAURANT EL DESAGUE),,,,,LERMA SANTIAGO PACIFICO,,,NAYARIT,,,RIO SANTIAGO 4,,,LAGUNA,,,LAGO
DLNAY1828,RIO AMECA 9 (RIO AMECA AGUAS ABAJO DE AMATLAN DE CA&AS),,,,,LERMA SANTIAGO PACIFICO,,,NAYARIT,,,AMECA PIJINTO,,,NAYARIT,,,RIO
DLNAY1910,SAN BLAS 2 (ESTERO DEL POZO 500 MTS. AGUAS ARRIBA DE LA DESEMBOCADURA D,,,,,LERMA SANTIAGO PACIFICO,,,NAYARIT,,,SAN BLAS,,,OCEANO PACIFICO,,,ESTERO
DLNAY1912,SAN BLAS 1 (ESTERO EL POZO),,,,,LERMA SANTIAGO PACIFICO,,,NAYARIT,,,SAN BLAS,,,OCEANO PACIFICO,,,OCEANO-MAR
DLNAY1916,PUNTA CUSTODIO (PUNTA CUSTODIO PLAYA),,,,,LERMA SANTIAGO PACIFICO,,,NAYARIT,,,IXTAPA,,,OCEANO PACIFICO,,,OCEANO-MAR
DLNAY1930,MARINA CRUZ DE HUANACAXTLE,,,,,LERMA SANTIAGO PACIFICO,,,NAYARIT,,,HUICICILA,,,OCEANO PACIFICO,,,MARISMA
DLNAY1931,PLAYA GUAYABITOS (LA ESCOLLERA),,,,,LERMA SANTIAGO PACIFICO,,,NAYARIT,,,HUICICILA,,,OCEANO PACIFICO,,,OCEANO-MAR
DLNAY1934,PLAYA NUEVO VALLARTA 1,,,,,LERMA SANTIAGO PACIFICO,,,NAYARIT,,,AMECA IXTAPA B,,,OCEANO PACIFICO,,,OCEANO-MAR
DLNAY1936,"PUNTA DE MITA SEG 38, 2 ISA10D (PLAYA EMILIANA ZAPATA)",,,,,LERMA SANTIAGO PACIFICO,,,NAYARIT,,,HUICICILA,,,OCEANO PACIFICO,,,OCEANO-MAR
DLNAY1836,PRESA EL CAJON 5,,,,,LERMA SANTIAGO PACIFICO,,,NAYARIT,,,RIO SANTIAGO 4,,,PRESA EL CAJON,,,PRESA
DLNAY1837,PRESA EL CAJON 3,,,,,LERMA SANTIAGO PACIFICO,,,NAYARIT,,,RIO SANTIAGO 4,,,PRESA EL CAJON,,,PRESA
DLNAY1838,PRESA EL CAJON 2 (EN LA CORTINA),,,,,LERMA SANTIAGO PACIFICO,,,NAYARIT,,,RIO SANTIAGO 4,,,PRESA EL CAJON,,,PRESA
DLNAY1839,PRESA EL CAJON 1 (RIO SANTIAGO EL CAJON),,,,,LERMA SANTIAGO PACIFICO,,,NAYARIT,,,RIO SANTIAGO 4,,,PRESA EL CAJON,,,PRESA
DLNAY1840,PRESA EL CAJON 4,,,,,LERMA SANTIAGO PACIFICO,,,NAYARIT,,,RIO SANTIAGO 4,,,PRESA EL CAJON,,,PRESA
DLNAY1827,RIO AMECA 7 (RIO AMECA AGUAS ARRIBA DE AMATLAN DE CA&AS),,,,,LERMA SANTIAGO PACIFICO,,,NAYARIT,,,AMECA PIJINTO,,,RIO AMECA,,,RIO
DLNAY1927,GAVIOTAS (LAS PALMAS),,,,,LERMA SANTIAGO PACIFICO,,,NAYARIT,,,AMECA IXTAPA B,,,RIO AMECA,,,RIO
DLNAY1928,RIO AMECA 8 ( RIO AMECA SAN JUAN DE ABAJO),,,,,LERMA SANTIAGO PACIFICO,,,NAYARIT,,,AMECA IXTAPA B,,,RIO AMECA,,,RIO
DLNAY1929,RIO AMECA 6 (RIO AMECA SAN JOSE DEL VALLE,,,,,LERMA SANTIAGO PACIFICO,,,NAYARIT,,,AMECA IXTAPA B,,,RIO AMECA,,,RIO
DLNAY1932,JARRETADERAS,,,,,LERMA SANTIAGO PACIFICO,,,NAYARIT,,,AMECA IXTAPA B,,,RIO AMECA,,,RIO
DLNAY1933,DESEMBOCADURA RIO AMECA,,,,,LERMA SANTIAGO PACIFICO,,,NAYARIT,,,AMECA IXTAPA B,,,RIO AMECA,,,OCEANO-MAR
DLNAY1918,COMPOSTELA 2,,,,,LERMA SANTIAGO PACIFICO,,,NAYARIT,,,HUICICILA,,,RIO COMPOSTELA,,,RIO
DLNAY1923,COMPOSTELA 1,,,,,LERMA SANTIAGO PACIFICO,,,NAYARIT,,,HUICICILA,,,RIO COMPOSTELA,,,RIO
DLNAY1833,RIO GRANDE DE SANTIAGO 17,,,,,LERMA SANTIAGO PACIFICO,,,NAYARIT,,,RIO SANTIAGO 4,,,RIO GRANDE DE SANTIAGO,,,PRESA
DLNAY1835,PRESA SILIDARIDAD PLAYA GOLONDRINAS,,,,,LERMA SANTIAGO PACIFICO,,,NAYARIT,,,RIO SANTIAGO 4,,,RIO GRANDE DE SANTIAGO,,,PRESA
DLNAY1841,RIO GRANDE DE SANTIAGO 19 ( CAMPAMENTO LAS YEGUAS),,,,,LERMA SANTIAGO PACIFICO,,,NAYARIT,,,RIO SANTIAGO 4,,,RIO GRANDE DE SANTIAGO,,,RIO
DLNAY1858,RIO GRANDE DE SANTIAGO 22(RIO GRANDE DE SANTIAGO PRESA SAN RAFAEL),,,,,LERMA SANTIAGO PACIFICO,,,NAYARIT,,,RIO SANTIAGO 5,,,RIO GRANDE DE SANTIAGO,,,RIO
DLNAY1859,RIO GRANDE DE SANTIAGO 21 (AGUAMILPA),,,,,LERMA SANTIAGO PACIFICO,,,NAYARIT,,,RIO SANTIAGO 5,,,RIO GRANDE DE SANTIAGO,,,RIO
DLNAY1860,PRESA SOLIDARIDAD 1(P.H. AGUAMILPA 1 CORTINA),,,,,LERMA SANTIAGO PACIFICO,,,NAYARIT,,,RIO SANTIAGO 5,,,RIO GRANDE DE SANTIAGO,,,PRESA
DLNAY1861,PRESA SOLIDARIDAD 2 (P.H. AGUAMILPA 2),,,,,LERMA SANTIAGO PACIFICO,,,NAYARIT,,,RIO SANTIAGO 5,,,RIO GRANDE DE SANTIAGO,,,PRESA
DLNAY1862,PRESA SOLIDARIDAD 5 (P.H. AGUAMILPA 5 ),,,,,LERMA SANTIAGO PACIFICO,,,NAYARIT,,,RIO SANTIAGO 5,,,RIO GRANDE DE SANTIAGO,,,PRESA
DLNAY1863,PRESA SOLIDARIDAD 3 (P.H. AGUAMILPA 3),,,,,LERMA SANTIAGO PACIFICO,,,NAYARIT,,,RIO SANTIAGO 5,,,RIO GRANDE DE SANTIAGO,,,PRESA
DLNAY1864,PRESA SOLIDARIDAD 4 (P.H. AGUAMILPA 4 ),,,,,LERMA SANTIAGO PACIFICO,,,NAYARIT,,,RIO SANTIAGO 5,,,RIO GRANDE DE SANTIAGO,,,PRESA
DLNAY1865,PRESA SOLIDARIDAD 6 ( P.H. AGUAMILPA 6 LAS ADJUNTAS),,,,,LERMA SANTIAGO PACIFICO,,,NAYARIT,,,RIO SANTIAGO 4,,,RIO GRANDE DE SANTIAGO,,,PRESA
DLNAY1866,PRESA SOLIDARIDAD 7 (P.H. AGUAMILPA 7 DESEMBOCADURA DEL RIO HUAYNAMOT,,,,,LERMA SANTIAGO PACIFICO,,,NAYARIT,,,RIO HUAYNAMOTA,,,RIO GRANDE DE SANTIAGO,,,PRESA
DLNAY1891,RIO GRANDE DE SANTIAGO 35 (RIO GRANDE DE SANTIAGO PIMIENTILLO),,,,,LERMA SANTIAGO PACIFICO,,,NAYARIT,,,RIO SANTIAGO 5,,,RIO GRANDE DE SANTIAGO,,,RIO
DLNAY1915,RIO GRANDE DE SANTIAGO 37 (BOCA DEL ASADERO),,,,,LERMA SANTIAGO PACIFICO,,,NAYARIT,,,RIO SANTIAGO 5,,,RIO GRANDE DE SANTIAGO,,,ESTERO
DLNAY1843,RIO GRANDE DE SANTIAGO PASO DE LOS BUEYES,,,,,LERMA SANTIAGO PACIFICO,,,NAYARIT,,,RIO SANTIAGO 4,,,RIO GRANDE SANTIAGO,,,RIO
DLNAY1830,AHUACATLAN 2,,,,,LERMA SANTIAGO PACIFICO,,,NAYARIT,,,AHUACATLAN,,,RIO IXTLAN,,,RIO
DLNAY1831,IXTLAN 2 (DESPUES DE LA DESCARGA MUNICIPAL DE IXTLAN (MEXPAN),,,,,LERMA SANTIAGO PACIFICO,,,NAYARIT,,,AHUACATLAN,,,RIO IXTLAN,,,RIO
DLNAY1832,ANTES DE LA DESCARGA MUNICIPAL DE IXTLAN,,,,,LERMA SANTIAGO PACIFICO,,,NAYARIT,,,AHUACATLAN,,,RIO IXTLAN,,,RIO
DLNAY1848,LA ESCONDIDA,,,,,LERMA SANTIAGO PACIFICO,,,NAYARIT,,,RIO SANTIAGO 5,,,RIO MOLOLOA,,,RIO
DLNAY1852,DESPUES DE LA DESCARGA MUNICIPAL DE XALISCO,,,,,LERMA SANTIAGO PACIFICO,,,NAYARIT,,,RIO SANTIAGO 5,,,RIO MOLOLOA,,,RIO
DLNAY1854,PANTANAL,,,,,LERMA SANTIAGO PACIFICO,,,NAYARIT,,,RIO SANTIAGO 5,,,RIO MOLOLOA,,,RIO
DLNAY1834,PASO DE LA YESCA,,,,,LERMA SANTIAGO PACIFICO,,,NAYARIT,,,RIO SANTIAGO 4,,,RIO SANTIAGO,,,PRESA
DLNAY1842,RH12-10 LERMA (RIO GRANDE SANTIAGO/ LAS YEGUAS),,,,,LERMA SANTIAGO PACIFICO,,,NAYARIT,,,RIO SANTIAGO 4,,,RIO SANTIAGO,,,RIO
DLNAY1906,EL JILE&O,,,,,LERMA SANTIAGO PACIFICO,,,NAYARIT,,,RIO SANTIAGO 5,,,RIO SANTIAGO,,,RIO
DLNAY1893,DESEMBOCADURA DEL RIO AMECA A PLAYA NUEVO VALLARTA,,,,,LERMA SANTIAGO PACIFICO,,,NAYARIT,,,AMECA IXTAPA B,,,TRANSICION RIO - MAR,,,RIO
DLQUE2096,RIO EL PUEBLITO,,,,,LERMA SANTIAGO PACIFICO,,,QUERETARO,,,RIO QUERETARO,,,RIO EL PUEBLITO,,,RIO
DLQUE2087,RIO QUERETARO EN LA CIUDAD,,,,,LERMA SANTIAGO PACIFICO,,,QUERETARO,,,RIO QUERETARO,,,RIO QUERETARO,,,RIO
DLQUE2091,DREN CIMATARIO,,,,,LERMA SANTIAGO PACIFICO,,,QUERETARO,,,RIO QUERETARO,,,RIO QUERETARO,,,RIO
DLQUE2094,ARROYO EL ARENAL,,,,,LERMA SANTIAGO PACIFICO,,,QUERETARO,,,RIO QUERETARO,,,RIO QUERETARO,,,RIO
DLQUE2152,RIO QUERETARO ANTES DE LA CIUDAD,,,,,LERMA SANTIAGO PACIFICO,,,QUERETARO,,,RIO QUERETARO,,,RIO QUERETARO,,,RIO
DLZAC2592M1,PRESA EL CHIQUE 1,,,,,LERMA SANTIAGO PACIFICO,,,ZACATECAS,,,PRESA EL CHIQUE,,,PRESA EL CHIQUE,,,PRESA
DLZAC2594M1,PRESA EL CHIQUE 3,,,,,LERMA SANTIAGO PACIFICO,,,ZACATECAS,,,PRESA EL CHIQUE,,,PRESA EL CHIQUE,,,PRESA
DLZAC2656,PRESA EXCAME 1,,,,,LERMA SANTIAGO PACIFICO,,,ZACATECAS,,,RIO TLALTENANGO,,,PRESA EXCAME,,,PRESA
DLZAC2657,PRESA EXCAME 2,,,,,LERMA SANTIAGO PACIFICO,,,ZACATECAS,,,RIO TLALTENANGO,,,PRESA EXCAME,,,PRESA
DLZAC2658,PRESA EXCAME 3,,,,,LERMA SANTIAGO PACIFICO,,,ZACATECAS,,,RIO TLALTENANGO,,,PRESA EXCAME,,,PRESA
DLZAC2617M1,PRESA EL CHIQUE 2,,,,,LERMA SANTIAGO PACIFICO,,,ZACATECAS,,,PRESA EL CHIQUE,,,PRESA LA ZACATECANA,,,PRESA
DLZAC2619M1,LOS ALFARO,,,,,LERMA SANTIAGO PACIFICO,,,ZACATECAS,,,RIO TEPETONGO,,,RIO JEREZ,,,RIO
DLZAC2587M1,MOYAHUA,,,,,LERMA SANTIAGO PACIFICO,,,ZACATECAS,,,RIO JUCHIPILA 2,,,RIO JUCHIPILA,,,RIO
DLZAC2601,TECOMATE,,,,,LERMA SANTIAGO PACIFICO,,,ZACATECAS,,,RIO JUCHIPILA 1,,,RIO JUCHIPILA,,,RIO
DLZAC2607M1,EL CHIQUE,,,,,LERMA SANTIAGO PACIFICO,,,ZACATECAS,,,RIO JUCHIPILA 1,,,RIO JUCHIPILA,,,RIO
DLZAC2590M1,GENARO CODINA,,,,,LERMA SANTIAGO PACIFICO,,,ZACATECAS,,,RIO SAN PEDRO,,,RIO SAN PEDRO,,,RIO
DLZAC2591M1,CUAUHTEMOC,,,,,LERMA SANTIAGO PACIFICO,,,ZACATECAS,,,RIO SAN PEDRO,,,RIO SAN PEDRO,,,RIO
DLZAC2625M1,TLALTENANGO,,,,,LERMA SANTIAGO PACIFICO,,,ZACATECAS,,,RIO TLALTENANGO,,,RIO TLALTENANGO,,,RIO
DLZAC2626M1,TEUL DE GONZALEZ ORTEGA,,,,,LERMA SANTIAGO PACIFICO,,,ZACATECAS,,,RIO TLALTENANGO,,,RIO TLALTENANGO,,,RIO
DLZAC2674M1,MOMAX,,,,,LERMA SANTIAGO PACIFICO,,,ZACATECAS,,,RIO TLALTENANGO,,,RIO TLALTENANGO,,,RIO
DLZAC2604,LA FLORIDA,,,,,LERMA SANTIAGO PACIFICO,,,ZACATECAS,,,ARROYO LOBATOS,,,RIO VALPARAISO,,,RIO
DLCHI333,"JUGOMEX, S.A. DE C.V. (AGUAS ARRIBA)",,,,,NOROESTE,,,CHIHUAHUA,,,RIO YAQUI 1,,,ARROYO EL ROSARIO,,,DESCARGA
DLCHI334,"JUGOMEX, S.A. DE C.V. (AGUAS ABAJO) II",,,,,NOROESTE,,,CHIHUAHUA,,,RIO YAQUI 1,,,ARROYO EL ROSARIO,,,DESCARGA
DLCHI336,"JUGOMEX, S.A. DE C.V. (AGUAS ABAJO)",,,,,NOROESTE,,,CHIHUAHUA,,,RIO YAQUI 1,,,ARROYO EL ROSARIO,,,DESCARGA
DLCHI337,PRESA ABRAHAM GONZALEZ II,,,,,NOROESTE,,,CHIHUAHUA,,,RIO YAQUI 1,,,PRESA ABRAHAM GONZALEZ,,,PRESA
DLCHI338,PRESA ABRAHAM GONZALEZ I,,,,,NOROESTE,,,CHIHUAHUA,,,RIO YAQUI 1,,,PRESA ABRAHAM GONZALEZ,,,PRESA
DLCHI339,PRESA ABRAHAM GONZALEZ III,,,,,NOROESTE,,,CHIHUAHUA,,,RIO YAQUI 1,,,PRESA ABRAHAM GONZALEZ,,,PRESA
DLCHI340,PRESA ABRAHAM GONZALEZ,,,,,NOROESTE,,,CHIHUAHUA,,,RIO YAQUI 1,,,PRESA ABRAHAM GONZALEZ,,,PRESA
DLCHI335,RIO PAPIGOCHI,,,,,NOROESTE,,,CHIHUAHUA,,,RIO YAQUI 1,,,RIO PAPIGOCHI,,,RIO
OCNOR4187,PRESA ADOLFO RUIZ CORTINES 3,,,,,NOROESTE,,,SONORA,,,RIO MAYO 2,,,ADOLFO RUIZ CORTINES,,,PRESA
OCNOR4166,"INDUSTRIAL PESQUERA HERAS, S.A. DE C.V.(AGUAS ARRIBA)",,,,,NOROESTE,,,SONORA,,,RIO MATAPE 2,,,AFLUENTE DE DESCARGAS AGUA DE MAR Y C,,,DESCARGA
OCNOR4167,"INDUSTRIAL PESQUERA HERAS, S.A. DE C.V.(AGUAS ABAJO)",,,,,NOROESTE,,,SONORA,,,RIO MATAPE 2,,,AFLUENTE DE DESCARGAS AGUA DE MAR Y C,,,DESCARGA
OCNOR3989,CANANEA,,,,,NOROESTE,,,SONORA,,,RIO SAN PEDRO,,,ARROYO EL BARRILITO,,,ARROYO
OCNOR4164,BAHIA DE GUAYMAS4,,,,,NOROESTE,,,SONORA,,,RIO MATAPE 2,,,BAHIA DE GUAYMAS,,,BAHIA
OCNOR4121,BAHIA DE LOBOS 2,,,,,NOROESTE,,,SONORA,,,RIO YAQUI 3,,,BAHIA DE LOBOS,,,BAHIA
OCNOR4122,BAHIA DE LOBOS 3,,,,,NOROESTE,,,SONORA,,,RIO YAQUI 3,,,BAHIA DE LOBOS,,,BAHIA
OCNOR4124,BAHIA DE LOBOS 1,,,,,NOROESTE,,,SONORA,,,RIO YAQUI 3,,,BAHIA DE LOBOS,,,BAHIA
OCNOR4109,MARGEN IZQUIERDA,,,,,NOROESTE,,,SONORA,,,RIO MAYO 3,,,CANAL PRINCIPAL,,,CANAL
OCNOR4138,CANAL PRINCIPAL BAJO,,,,,NOROESTE,,,SONORA,,,RIO YAQUI 3,,,CANAL PRINCIPAL BAJO,,,CANAL
OCNOR4111,CANAL PRINCIPAL MARGEN IZQUIERDA,,,,,NOROESTE,,,SONORA,,,RIO MAYO 3,,,CANAL PRINCIPAL M. IZQ.,,,CANAL
OCNOR4117,COLECTOR 1,,,,,NOROESTE,,,SONORA,,,RIO YAQUI 3,,,COLECTOR 1,,,CANAL
OCNOR4120,COMPLEJO LAGUNAR BAHIA GUASIMAS-ESTERO LOBOS 1,,,,,NOROESTE,,,SONORA,,,RIO YAQUI 3,,,COMPLEJO LAGUNAR BAHIA GUASIMAS-ESTE,,,LAGUNA
OCNOR4123,COMPLEJO LAGUNAR BAHIA GUASIMAS-ESTERO LOBOS 2,,,,,NOROESTE,,,SONORA,,,RIO YAQUI 3,,,COMPLEJO LAGUNAR BAHIA GUASIMAS-ESTE,,,LAGUNA
OCNOR4125,COMPLEJO LAGUNAR BAHIA GUASIMAS-ESTERO LOBOS 3,,,,,NOROESTE,,,SONORA,,,RIO YAQUI 3,,,COMPLEJO LAGUNAR BAHIA GUASIMAS-ESTE,,,LAGUNA
OCNOR4079,ECOSISTEMA ARROYO VERDE APFF SIERRA DE ALAMOS RIO CUCHUJAQU 2,,,,,NOROESTE,,,SONORA,,,ARROYO ALAMOS,,,CUERPO DE AGUA DEL HUMEDAL,,,ARROYO
OCNOR4080,ECOSISTEMA ARROYO VERDE APFF SIERRA DE ALAMOS RIO CUCHUJAQU 1,,,,,NOROESTE,,,SONORA,,,ARROYO ALAMOS,,,CUERPO DE AGUA DEL HUMEDAL,,,RIO
OCNOR4084,HUMEDALES DE YAVAROS-MORONCARIT 4,,,,,NOROESTE,,,SONORA,,,RIO MAYO 3,,,CUERPO DE AGUA DEL HUMEDAL,,,LAGUNA
OCNOR4085,HUMEDALES DE YAVAROS-MORONCARIT 1,,,,,NOROESTE,,,SONORA,,,RIO MAYO 3,,,CUERPO DE AGUA DEL HUMEDAL,,,LAGUNA
OCNOR4086,HUMEDALES DE YAVAROS-MORONCARIT 2,,,,,NOROESTE,,,SONORA,,,RIO MAYO 3,,,CUERPO DE AGUA DEL HUMEDAL,,,LAGUNA
OCNOR4090,HUMEDALES DE YAVAROS-MORONCARIT 5,,,,,NOROESTE,,,SONORA,,,RIO MAYO 3,,,CUERPO DE AGUA DEL HUMEDAL,,,LAGUNA
OCNOR4091,HUMEDALES DE YAVAROS-MORONCARIT 6,,,,,NOROESTE,,,SONORA,,,RIO MAYO 3,,,CUERPO DE AGUA DEL HUMEDAL,,,LAGUNA
OCNOR4093,HUMEDALES DE YAVAROS-MORONCARIT 3,,,,,NOROESTE,,,SONORA,,,RIO MAYO 3,,,CUERPO DE AGUA DEL HUMEDAL,,,LAGUNA
OCNOR4095,HUMEDALES DE YAVAROS-MORONCARIT 7,,,,,NOROESTE,,,SONORA,,,RIO MAYO 3,,,CUERPO DE AGUA DEL HUMEDAL,,,LAGUNA
OCNOR4197,SISTEMA LAGUNAR AGIABAMPO-BACREHUIS-RIO FUERTE ANTIGUO 2,,,,,NOROESTE,,,SONORA,,,N/D,,,CUERPO DE AGUA DEL HUMEDAL,,,LAGUNA
OCNOR4198,SISTEMA LAGUNAR AGIABAMPO-BACREHUIS-RIO FUERTE ANTIGUO 4,,,,,NOROESTE,,,SONORA,,,N/D,,,CUERPO DE AGUA DEL HUMEDAL,,,LAGUNA
OCNOR4199,SISTEMA LAGUNAR AGIABAMPO-BACREHUIS-RIO FUERTE ANTIGUO 1,,,,,NOROESTE,,,SONORA,,,N/D,,,CUERPO DE AGUA DEL HUMEDAL,,,LAGUNA
OCNOR4201,SISTEMA LAGUNAR AGIABAMPO-BACREHUIS-RIO FUERTE ANTIGUO 5,,,,,NOROESTE,,,SONORA,,,N/D,,,CUERPO DE AGUA DEL HUMEDAL,,,LAGUNA
OCNOR4204,HUMEDAL DE LA BAHIA DE ADAIR 3,,,,,NOROESTE,,,SONORA,,,N/D,,,CUERPO DE AGUA DEL HUMEDAL,,,BAHIA
OCNOR4208,HUMEDAL DE LA BAHIA ADAIR 1,,,,,NOROESTE,,,SONORA,,,RIO SONOYTA 1,,,CUERPO DE AGUA DEL HUMEDAL,,,BAHIA
OCNOR4215,HUMEDALES DE BAHIA SAN JORGE 3,,,,,NOROESTE,,,SONORA,,,RIO CONCEPCION,,,CUERPO DE AGUA DEL HUMEDAL,,,BAHIA
OCNOR4216,HUMEDALES DE BAHIA SAN JORGE 2,,,,,NOROESTE,,,SONORA,,,RIO CONCEPCION,,,CUERPO DE AGUA DEL HUMEDAL,,,BAHIA
OCNOR4217,HUMEDALES DE BAHIA SAN JORGE 1,,,,,NOROESTE,,,SONORA,,,RIO CONCEPCION,,,CUERPO DE AGUA DEL HUMEDAL,,,BAHIA
OCPNO4546,SISTEMA LAGUNAR AGIABAMPO-BACREHUIS-RIO FUERTE ANTIGUO 3,,,,,NOROESTE,,,SONORA,,,N/D,,,CUERPO DE AGUA DEL HUMEDAL,,,LAGUNA
OCNOR4141,"CERVECERIA MODELO DEL NOROESTE, S.A. DE C.V. (AGUAS ARRIBA)",,,,,NOROESTE,,,SONORA,,,RIO YAQUI 3,,,DREN 300 VALLE DEL YAQUI,,,DESCARGA
OCNOR4142,"CERVECERIA MODELO DEL NOROESTE, S.A. DE C.V. (AGUAS ABAJO)",,,,,NOROESTE,,,SONORA,,,RIO YAQUI 3,,,DREN 300 VALLE DEL YAQUI,,,DESCARGA
OCNOR4107,"CERVECERIA CUAUHTEMOC MOCTEZUMA, S.A. DE C.V.CERVECERA CUAUHTEMOC M",,,,,NOROESTE,,,SONORA,,,RIO MAYO 3,,,DREN AGRICOLA LAS ANIMAS,,,DESCARGA
OCNOR4108,"CERVECERIA CUAUHTEMOC MOCTEZUMA, S.A. DE C.V. (AGUAS ABAJO) - SONORA",,,,,NOROESTE,,,SONORA,,,RIO MAYO 3,,,DREN AGRICOLA LAS ANIMAS,,,DESCARGA
OCNOR4105,"PROVEEDORA DE SERVICIOS DEL PARQUE INDUSTRIAL DE NAVOJOA, S.A. DE C.V.  (A",,,,,NOROESTE,,,SONORA,,,RIO MAYO 3,,,DREN LAS ANIMAS,,,DESCARGA
OCNOR4169,ESTERO EL SOLDADO 3,,,,,NOROESTE,,,SONORA,,,RIO MATAPE 2,,,ESTERO EL SOLDADO,,,ESTERO
OCNOR4170,ESTERO DEL SOLDADO,,,,,NOROESTE,,,SONORA,,,RIO MATAPE 2,,,ESTERO EL SOLDADO,,,
OCNOR4171,ESTERO EL SOLDADO 2,,,,,NOROESTE,,,SONORA,,,RIO MATAPE 2,,,ESTERO EL SOLDADO,,,LAGO
OCNOR4172,ESTERO EL SOLDADO 1,,,,,NOROESTE,,,SONORA,,,RIO MATAPE 2,,,ESTERO EL SOLDADO,,,ESTERO
OCNOR4073,"ESTERO LA CRUZ BAHIA DE KINO  SEG33, 4 ISA10B",,,,,NOROESTE,,,SONORA,,,N/D,,,ESTERO LA CRUZ,,,ESTERO
OCNOR4074,"ESTERO DE LA CRUZ BAHIA DE KINO SEG33, 3 ISA10B",,,,,NOROESTE,,,SONORA,,,N/D,,,ESTERO LA CRUZ,,,ESTERO
OCNOR4075,"ESTERO DE LA CRUZ BAHIA DE KINO  SEG33, 2 ISA10B",,,,,NOROESTE,,,SONORA,,,N/D,,,ESTERO LA CRUZ,,,ESTERO
OCNOR4076,"ESTERO DE LA CRUZ BAHIA DE KINO SEG33, 1 ISA10B",,,,,NOROESTE,,,SONORA,,,N/D,,,ESTERO LA CRUZ,,,ESTERO
OCNOR4195,SISTEMA LAGUNAR AGIABAMPO 6,,,,,NOROESTE,,,SONORA,,,N/D,,,LAGUNA AGIABAMPO,,,LAGUNA
OCNOR4196,SISTEMA LAGUNAR AGIABAMPO 5,,,,,NOROESTE,,,SONORA,,,N/D,,,LAGUNA AGIABAMPO,,,LAGUNA
OCNOR4088,LAGUNA YAVAROS 3,,,,,NOROESTE,,,SONORA,,,RIO MAYO 3,,,LAGUNA HUATABAMPO YAVAROS,,,LAGUNA
OCNOR4087,LAGUNA YAVAROS 2,,,,,NOROESTE,,,SONORA,,,RIO MAYO 3,,,LAGUNA YAVAROS,,,LAGUNA
OCNOR4094,LAGUNA YAVAROS 1,,,,,NOROESTE,,,SONORA,,,RIO MAYO 3,,,LAGUNA YAVAROS,,,LAGUNA
OCNOR4157,"EMPALME GUAYMAS SEG 34, 2 ISA8A",,,,,NOROESTE,,,SONORA,,,RIO MATAPE 2,,,OCEANO PACIFICO,,,BAHIA
OCNOR4158,"EMPALME GUAYMAS SEG 34, 3 ISA8A",,,,,NOROESTE,,,SONORA,,,RIO MATAPE 2,,,OCEANO PACIFICO,,,OCEANO-MAR
OCNOR4159,"EMPALME GUAYMAS SEG 34, 4 ISA8A",,,,,NOROESTE,,,SONORA,,,RIO MATAPE 2,,,OCEANO PACIFICO,,,OCEANO-MAR
OCNOR4160,"EMPALME GUAYMAS SEG 34, 1 ISA8A",,,,,NOROESTE,,,SONORA,,,RIO MATAPE 2,,,OCEANO PACIFICO,,,OCEANO-MAR
OCNOR4161,GUAYMAS 1,,,,,NOROESTE,,,SONORA,,,RIO MATAPE 2,,,OCEANO PACIFICO,,,OCEANO-MAR
OCNOR4162,GUAYMAS2,,,,,NOROESTE,,,SONORA,,,RIO MATAPE 2,,,OCEANO PACIFICO,,,OCEANO-MAR
OCNOR4163,GUAYMAS3,,,,,NOROESTE,,,SONORA,,,RIO MATAPE 2,,,OCEANO PACIFICO,,,OCEANO-MAR
OCNOR4182,"LAS GUASIMAS SEG 35, 1 ISA9",,,,,NOROESTE,,,SONORA,,,RIO MATAPE 2,,,OCEANO PACIFICO,,,OCEANO-MAR
