No. ,Empresa,Dirección,Municipio,Clave Municipio,Estado,Clave Entidad,Teléfono,Tipo de residuo,No. de Autorización,Vigencia    Inicio    ,Vigencia Termino,Capacidad Toneladas.,,,,,,,
596,CAT MAX SA de CV ,"Av. Solidaridad 89, Col. Periodistas, C.P. 87457",Matamoros,22,Tamaulipas,28,868 817 6433,Catalizadores gastados de vehiculos automotores.,28-22-PS-II-56-14,13/03/2014,13/03/2024,720.00,,,,,,,
597,"GEN INDUSTRIAL, S.A. DE C.V.","Cerretera Ribereña Km. 109, Col Riberas de Rancho Grande",Reynosa,32,Tamaulipas,28,,"Aceites lubricantes usados/contaminados, pinturas caducas/contaminadas, Aguas aceitosas contaminadas, resinas epox contaminadas, acido contaminado, aguas de proceso contaminadas, alcohol contaminado, acetona contaminada, gasolina contaminada, diesel contaminado, barniza contaminado, estopas y trapos contaminados, lodos de perforacion base aceite provenientes de la extraccion de combustibles fosiles, lodos provenientes de plantas de tratamiento, desperdicios quimicos, envases quimicos, acumuladores de vehiculos automotores conteniendo plomo; baterias electricas a base mercurio o niquel-cadmio, lamparas fluorescentes y de vapor de mercurio, tierra contaminada, rebaba contaminada.",28-32-PS-I-57-14,08/04/2014,08/04/2024,2642.00,,,,,,,
598,"GEN INDUSTRIAL, S.A. DE C.V.","Parque Industrial Los Arados Km. 4.8, Ejido Los Arados",Matamoros,22,Tamaulipas,28,,"Aceites lubricantes usados/contaminados, pinturas caducas/contaminadas, Aguas aceitosas contaminadas, resinas epox contaminadas, acido contaminado, aguas de proceso contaminadas, alcohol contaminado, acetona contaminada, gasolina contaminada, diesel contaminado, barniz contaminado, estopas y trapos contaminados, lodos de perforacion base aceite provenientes de la extraccion de combustibles fosiles, lodos provenientes d eplantas de tratamiento, desperdicios quimicos, envases contaminados, acumuladores de vehiculos automotores conteniendo plomo; baterias electricas a base mercurio o de niquel-cadmio, lamparas fluorescentes y de vapor de mercurio, tierra contaminada, rebaba contaminada.",28-22-PS-I-58-14,08/04/2014,08/04/2024,"3,393.00",,,,,,,
599,DLUM México S.A. de C.V.,Carr. Puebla-Tlaxcala número 2 Tezompiltecatl y Cuahcuautla,Tepeyanco,29,Tlaxcala,29,222 16 10 977,"Residuos peligrosos varios, aceite, estopas impregnadas, grasas, pintura, quimicos, caducos, solventes, botes vaciós,plasticos baterías",29-II-01-12,02/08/2012,02/08/2022,64.50,,,,,,,
600,Roberto Morales Lara,"Insurgentes No. 32-b, Barrio Xolalpa C.P. 90790",Papalotla de Xicohténcatl,41,Tlaxcala,29,01-222 2793 799,Pilas o bateías plomo-acido usadas o desechadas ,29-II-01-13,09/10/2013,09/10/2023,600.00,,,,,,,
601,"ECASA, COMPONENTES AUTOMOTRICES S.A DE C.V.",Carr.. Mexico -Veracruz km. 135 P.B. Santa Ursula Zimatepec,Yauhquemehcan,43,Tlaxcala,29,01 241 41 73396,Pilas o baterías plomo-acido usadas,29-II-01-14,03/11/2014,03/11/2024,"1,752.00",,,,,,,
602,CMA GRUPO EMPRESARIAL S.A. DE C.V.,"Cd. Industrial Xicohténcatl, Km. 15.00 Carr. Apizaco- Tlaxco, Lote 1 Mazna 4 Nave 1",Tlaxco,34,Tlaxcala,29,01 241 496 6017,Escorias y cenizas a granel con contenido de vanadio y/o Pentoxido de vanadio,29-II-02-14,15/12/2014,15/12/2024,"8,000.00",,,,,,,
603,Gisela Badillo Díaz,Maximiliano Xilotl núm 131 seccción cuarta,Santo Toribio Xicohzinco,42,Tlaxcala,29,01 222 279 1159,Acumuladores usados,29-II-01-15,22/04/2015,22/04/2025,641.00,,,,,,,
604,"Proquiver, S.A. de C.V.",Predio   “Ababay” Carr. Fed. Xalapa-Veracruz Km. 70,Paso de Ovejas,126,Veracruz de Ignacio de la Llave,30,(228) 8-40-50-23,"Estireno (proquinoil, fluxoil), aceites gastados, nafta, diesel contaminado, gasolina contaminada, lodos aceitosos, hidrocarburos líquidos, ciclohexano, thinner, butadieno, alcohol isopropílico, catalizadores, tar, asfalto, chapopote, combustóleo, acetona, fenol, monómero de acetato de vinilo, acrilato de butilo, alquil benceno lineal, monómero de metil metacrilato, sosa cáustica, etanol, metanol, cebo, cloruro de metileno y percloroetileno; en estado sólido: baterías, sólidos impregnados con solventes o hidrocarburos y sólidos diversos (recipientes, tierra, aserrín, etc.) contaminados con residuos peligrosos. ",30-126-PS-II-002D-07 ,11/10/2007,11/10/2017,227.20,,,,,,,
605,"Ecología en Servicios Navales Y Terrestres, S.A. de C.V. (antes Josefina Pérez Aguilar)","Carretera Santa Fe-Paso del Toro Km. 16
Predio Los Cascabeles
94273
",Medellín de Bravo,105,Veracruz de Ignacio de la Llave,30,(285) 9.71.22.70; 9.71.22.30,"aceite lubricante gastado, asbesto, solventes, lodos de tratamiento de aguas residuales, lodos de aguas residuales del sistema de lavado de emisiones atmosféricas, catalizador gastado, pigmentos residuales, lodos de tanques de almacenamiento de petróleo y sus derivados, de limpieza alcalina o ácida, lodos que contengan sustancias tóxicas, plaguicidas, baterías plomo ácido, pilas eléctricas de mercurio y de níquel cadmio, carbón activado gastado con sustancias tóxicas, amoniaco, pintura alquidálica, de la producción de cloro tolueno, de la producción de cintas magnéticas, circuitos electrónicos, fármacos caducos o fuera de especificaciones, envases y tambos vacíos que contuvieron residuos peligrosos y sólidos diversos impregnados con materiales peligrosos.",30-105-II-001D-08  RENOVACION ,26/05/2008,26/05/2018,400.00,,,,,,,
606,"Econtainer, S.A. de C.V.",Avenida 27 de Septiembre s/n Barrio San Pablo Cuautlapan,Ixtaczoquitlán,85,Veracruz de Ignacio de la Llave,30,(271) 71.3.41.22,"sustancias infecciosas, líquidos corrosivos, sólidos corrosivos, líquido inflamable, tóxico, corrosivo, líquido oxidante, líquido inflamable, líquido tóxico orgánico, líquido tóxico inorgánico, medicamento líquido, inflamable, tóxico, medicamento sólido tóxico, medicamento tóxico líquido, sólidos corrosivos, sólidos corrosivos inflamables, sólido corrosivo tóxico, sólido tóxico oxidante, sólidos oxidante, inflamable, sólido oxidante corrosivo, sólido tóxico inorgánico, sólido tóxico orgánico, sólido inflamable tóxico inorgánico, sólido inflamable tóxico orgánico, sólido inflamable orgánico fundido, sólido inflamable inorgánico, hidrocarburos refinados, combustóleo, asfalto, solventes, fluxoil de alquitrán de estireno, aceites usados, destilados de petróleo, diesel, crudo de petróleo, pintura, material sólido impregnado con hidrocarburos y keroseno.",30-085-PS-II-002D-08,01/07/2008,01/07/2018,"1,620.00",,,,,,,
607,"Proveedora Industrial Jorzen, S.A. de C.V.",Avenida López Mateos No. 722 Colonia Petrolera,Coatzacoalcos,39,Veracruz de Ignacio de la Llave,30,(921) 21 4.72.74,aceite lubricante gastado.,30-048-PS-II-003D-08,21/07/2008,21/07/2018,35.00,,,,,,,
608,"Ecoentorno, S.A. de C.V.",Vía del Ferrocarril s/n Colonia El Capricho C.P. 91653 Localidad 002 Tel: (228) 8.13.72.62,Puente Nacional,134,Veracruz de Ignacio de la Llave,30,(228) 8.13.72.62,"Biológico infecciosos, Medicamentos fuera de especificaciones o caducos, Solventes gastados, orgánicos diversos; Líquido blanqueador, fijador, estabilizador y aguas de enjuague del revelado de papel fotográfico, placas radiográficas o de rayos x y fotolitos; Sólidos diversos impregnados con residuos peligrosos; Envases que contuvieron residuos peligrosos; Pilas o baterías usadas; Residuos ácidos o alcalinos; Aceite gastado; Suelo contaminado con hidrocarburos; Gasolina, diesel y nafta gastados o sucios; Lámparas fluorescentes y balastros.",30-134-PS-II-004D-08,27/08/2008,27/08/2018,940.00,,,,,,,
609,Rafael Ramírez Agama,"Avenida las Torres, Lotes 10 y 11, Manzana 2
Ciudad Industrial Bruno Pagliai, C.P. 91697 
",Veracruz,193,Veracruz de Ignacio de la Llave,30,(55) 25.85.43.53,"Aceites gastados; sólidos diversos impregnados con residuos peligrosos; envases que contuvieron residuos peligrosos; bifenilos policlorados; sólidos diversos contaminados con bifenilos policlorados; gas nafta mezclado con aceite y/o grasa en estado líquido y semisólido; residuos ácidos o alcalinos; gasolina, diesel y nafta gastados o sucios; lámparas fluorescentes y balastros; acetonitrilo; aceite de fusel; acetona; alcoholes; combustibles para motor; asbesto; hidróxido de sodio; tinta de imprenta; xilenos; petroleo bruto; ácido sulfúrico en diferentes concentraciones; sosa cáustica sólida y en solución; asfalto; azufre; lodos aceitosos; pilas eléctricas gastadas; suelo y/o agua contaminados con materiales y/o residuos peligrosos; baterías plomo ácido; grasa contaminada; residuos de pintura; cascarillas metálicas con grasa y/o aceite; biológico infecciosos; medicamentos fuera de especificaciones o caducos en cualquier estado físico; solventes gastados; líquido blanqueador, fijador, estabilizador y aguas de enjuague del revelado de papel fotográfico; placas radiográficas o de rayos x y fotolitos.",30-193-PS-II-05D-08,12/12/2008,12/12/2018,500.00,,,,,,,
610,"Hidrocarburos y Materias Primas Industriales, S.A. de C.V.","Francisco Téllez No. 100-B
Colonia Guadalupe Victoria
C.P. 96520
",Coatzacoalcos,39,Veracruz de Ignacio de la Llave,30,(922) 24.1.74.74,"Aceites gastados; solventes, hexano, combustóleo, derivados del petróleo, hidrocarburos refinados y aromáticos.",30-039-PS-II-01D-09 RENOVACION,17/03/2009,17/03/2019,380.00,,,,,,,
611,"Maza Moran Distribuciones, S.A. de C.V. (Córdoba)",Avenida 3 número 2506 Colonia Centro C.P. 95400 ,Córdoba,44,Veracruz de Ignacio de la Llave,30, (222) 1.99.25.58,Baterías usadas,30-044-PS-II-002D-09,18/06/2009,18/06/2019,9.60,,,,,,,
612,"Maza Moran Distribuciones, S.A. de C.V. (Xalapa)",Fray Andrés de Olmos 106-A colonia Rafael Lucio C.P. 91110,Xalapa,87,Veracruz de Ignacio de la Llave,30,(222) 1.99.25.58,Baterías usadas,30-087-PS-II-003D-09,14/07/2009,14/07/2019,9.60,,,,,,,
613,"Recicladora de Aceites de Minatitlán, S.A. de C.V.","Prolongación Reyes Azteca número 104
Ejido Tacoteno
96870 
",Minatitlán,108,Veracruz de Ignacio de la Llave,30,(922) 2.21.51.51,"Catalizadores gastados del proceso de refinación del petróleo, grasas y aceites gastados, combustóleo ligero, derivados del petróleo, hidrocarburos refinados y aromáticos, diesel y naftas, acido acético, acetato de etilo, etilmetilcetona, diesel, gasolina, alcohol isobutilico, alcohol isopropilico, alcohol metílico, acetona de metilo, petróleo nafta, gasolina natural, acetato de vinilo, paraxileno, acido clorhídrico, hipoclorito en solución, sosa cáustica, peróxido de hidrogeno, en solución acuosa estabilizada con más del 60% de peróxido de hidrogeno, alcohol metilamilico, acido tioacetico del 51% de acido, acrilato de isobutilo, acido sulfúrico con no más del 51% de ácido, material relacionado con la pintura (corrosivo), aceite de petróleo crudo, acetona, fluido para frenos hidráulicos, bengalas, corrosivos líquidos n.e.o.m., nitrato amónico, etano lamina, lodos ácidos, sustancia liquida potencialmente peligrosa para el medio ambiente n.e.o.m., catalizador de metal, destilados de petróleo n.e.o.m., líquidos inflamables n.e.o.m., alquitranes líquidos, aceite de petróleo, sustancia sólida potencialmente peligrosa para el medio ambiente n.e.o.m., desechos peligrosos líquidos y sólido, combustible, material relacionado con la pintura (inflamable), pintura, productos para pintura (inflamable), sólido inflamable, sólido inflamable inorgánico, heno, mojado, húmedo o contaminado con aceite, paja, mojada, húmeda, o contaminado con aceite, carbón activado, desechos de grasientos de algodón, fibras, animal o vegetal o sintética con aceite, extintores de incendios, cargas de liquido corrosivo, liquido corrosivo, acumulador, trapos con aceite, liquido inflamable toxico, liquido inflamable venenoso, liquido combustible, combustible diesel, compuestos para limpieza líquidos (inflamables), acumuladores, eléctricos, húmedos de electrolito líquido ácido, acumuladores, eléctricos, húmedos de electrolito líquido alcalino, acumuladores húmedos no derramables, mercurio, mercurio de metal, liquido toxico, liquido venenoso orgánico, sólido toxico orgánico, sólido venenoso orgánico, liquido corrosivo tóxico, liquido corrosivo venenoso, sólido corrosivo tóxico, sólido corrosivo venenoso, liquido inflamable corrosivo, sólido inflamable corrosivo, sólido inflamable corrosivo orgánico, solido inflamable tóxico, sólido inflamable venenoso, sólido inflamable venenoso orgánico, líquido tóxico corrosivo, liquido tóxico corrosivo orgánico, sólido tóxico corrosivo orgánico, sólido venenoso corrosivo, líquido tóxico inflamable, líquido tóxico inflamable orgánico, sólido tóxico inflamable, sólido tóxico inflamable orgánico, sólido venenos inflamable, sólido venenoso inflamable orgánico, acumuladores eléctricos secos que contienen hidróxido de potasio, pintura, otras substancias reguladas sólidas, residuo peligroso sólido, residuo peligroso líquido, sólido corrosivo comburente, sólido comburente corrosivo, sólido oxidante corrosivo, sólido tóxico comburente, sólido tóxico oxidante, sólido de calentamiento espontáneo orgánico, acumuladores de litio, acumuladores de litio con cátodo liquido o sólido, acumuladores de litio empacados con equipo, acumuladores de litio instalados en equipo, líquido corrosivo comburente, líquido corrosivo oxidante, líquido comburente, liquido oxidante, acumuladores de potencia para equipo (acumulador húmedo), sólidos que contienen líquido inflamable, sólido inflamable inorgánico, sólido inflamable inorgánico venenoso, sólido inflamable corrosivo inorgánico, sólidos que contienen líquido tóxico, sólidos que contienen líquido venenoso, sólidos que contienen líquido corrosivo, filtros de membrana de nitrocelulosa, sólido tóxico inorgánico, sólido venenoso inorgánico, líquido tóxico corrosivo inorgánico, acumuladores que contienen sodio, hidrocarburos líquidos, pintura inflamable corrosiva, pintura corrosiva inflamable, desechos peligrosos líquidos y desechos peligrosos sólidos.",30-108-PS-II-04D-09 ,22/09/2009,22/09/2019,974.00,,,,,,,
614,"Representaciones GERMEX, S.A. de C.V.","Avenida 20 de Noviembre Norte número 16
Zona Centro
91000 
",Xalapa,87,Veracruz de Ignacio de la Llave,30,(228) 8.15.31.52,Baterías usadas,30-087-PS-II-01D-10 RENOVACION,21/01/2010,21/01/2020,7.68,,,,,,,
615,Armando Romualdo Sánchez García,"Oriente 27 número 3 Retorno 8
Unidad Habitacional Pluviosilla
94329
", Orizaba,118,Veracruz de Ignacio de la Llave,30,(272)  72.5.99.71,"hidrocarburos ligeros usados como combustibles, aceites gastados, naftas, flux oil, diesel, gasóleo, gasolina sucia, aceites recuperados de trampas y aguas aceitosas, todos en estado líquido. Estopas, guantes, trapo, aserrín, madera, papel, cartón, envases, cubetas, mangueras, filtros, balatas, madera, bagazo, combustoleo, asbesto triturado, plástico y tierra, todos en estado sólido y/o semisólido, contaminados con hidrocarburos diversos, y acumuladores usados",30-118-PS-II-02D-10 RENOVACION,11/02/2010,11/02/2020,91.00,,,,,,,
